PO_NUMBER,INVOICE_ID,INVOICE_NUM,SOURCE,INV_LINE_NUMBER,ACCOUNT_CODE,COMPANY_CODE,MIC,INVOICE_DATE,INVOICE_AMOUNT,TRAN_AMOUNT,EXTC,STATE,VENDOR_NAME,INVOICE_FR,FINAL_DESCRIPTION,PROJ_NUM,TAX_AMOUNT,TAX_TYPE,ACCOUNTING_DATE,NORAD_FLAG,DRIVERID,invoice_month,invoice_year
null,348305130,RFL09101 |TX0123|185BE5D2EEE948A88CBCB10877F02D,CRERENT,1,1290,2551,,2023-01-05,1954.0800000000,1954,4A0,FL,ADAR DORAL LLC,3483051301,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348305892,SBNYR1440|TX0123|057656EB93594F2AB56A33477A9808,CRERENT,1,1290,2152,,2023-01-01,1841.1500000000,1841,4A0,NY,BOULEVARD PLACE ASSOCIATES LLC,3483058921,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348306043,RLA04301 |OX0123|8F3B4F0186794D24B5BAE3B23F4BF4,CRERENT,1,1290,2752,,2023-01-01,80.0000000000,80,4A0,LA,WC MANHATTAN PLACE PROPERTY LLC,3483060431,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348306952,SBHIR9602|OX0123|D624C81CA99B425C95A380E1C7DD92,CRERENT,1,1290,3661,,2023-01-01,54.0000000000,54,4A0,HI,"MILILANI TOWN CENTER, LLC",3483069521,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348308383,BSKYR4022|BR0123|AD9341C4876D45EA84B8064816D988,CRERENT,1,1290,2456,,2023-01-05,13387.5000000000,13388,4A0,KY,BOBWINCHESTER KY LLC,3483083831,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348310075,SBTXR7536|BR0123|84F5353BF3254139AA250677F41CBD,CRERENT,1,1290,3012,,2023-01-01,9690.2000000000,9690,4A0,TX,EDENS LP DBA AMREIT PRESTON ROYAL  LP,3483100751,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348312096,700310CAN|BR0123|93B1E8EAB0E64D6A972173CAFB5D4A,CRERENT,1,1290,3553,,2023-01-01,32442.0400000000,32442,4A0,CA,RTLC PARTNERS,3483120961,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348312441,BSFLR3375|BR0123|957A6A1E0FCA4CBDACFF65FDB1550C,CRERENT,1,1290,2551,,2023-01-01,18451.2900000000,18451,4A0,FL,NCC ROSEBUD TWO LLC,3483124411,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348314761,SBOKR7317|BR0123|C1991907056D496DA14FC1052C5AC2,CRERENT,1,1290,3152,,2023-01-01,8366.0000000000,8366,4A0,OK,MARKET PLAZA OKLAHOMA LLC>9M,3483147611,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348316322,BSKYR4216|TX0123|0D73302C053F40848DAEB473238DB5,CRERENT,1,1290,2452,,2023-01-01,678.2900000000,678,4A0,KY,GREENWOOD PLAZA LLC>9M,3483163221,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348316567,SBTXR7765|OX0123|092A0E02CD394AD58381A7806C1496,CRERENT,1,1290,3063,,2023-01-01,927.4900000000,927,4A0,TX,WALLISVILLE BELTWAY 8 LTD>9M,3483165671,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348323290,SBMNR5510|IN0123|FA47B556516A4F93A4D0F5E16D0BA9,CRERENT,1,1290,3514,,2023-01-01,68.1800000000,68,4A0,MN,DAKA GRAND RAPIDS LLC,3483232901,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348326387,RNJ01601 |OX0123|B4F8820866644D0A86D74083F239F7,CRERENT,1,1290,2192,,2023-01-01,1477.6700000000,1478,4A0,NJ,LINWOOD MALL LLC,3483263871,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348329557,700123MON|IN0123|02987F6EE4EE4A3E970BE3B21F2FCC,CRERENT,1,1290,3252,,2023-01-01,39.8500000000,40,4A0,MO,THF CHESTERFIELD NORTH DEVELOPMENT LLC,3483295571,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348329628,BSALR3527|OX0123|CE3E3B17864C41B4A72EE70AB3C0C4,CRERENT,1,1290,2660,,2023-01-01,456.0100000000,456,4A0,AL,CRISANNA VAGIANOS,3483296281,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348330268,700140CAN|BR0123|5B9436FEBE544389BDEE988E39BFB0,CRERENT,1,1290,3551,,2023-01-01,8414.7000000000,8415,4A0,CA,TKG SMOKE TREE COMMONS LLC,3483302681,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348330701,SBCA5790 |BR0123|20DE9C5DF9524797A75B2DB7FAE6CB,CRERENT,1,1290,3701,,2023-01-01,9745.5000000000,9746,4A0,CA,LFS AMZG LLC,3483307011,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348342474,SBTXR7779|TX0123|A5B3DD4C812747F6A7E3278DF2D29A,CRERENT,1,1290,3063,,2023-01-01,1481.3500000000,1481,4A0,TX,JBL HUMBLEWOOD CENTER LLC,3483424741,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348342904,700146SDN|OX0123|B66E56D8F16B477789426E6EED93A1,CRERENT,1,1290,3520,,2023-01-05,699.0000000000,699,4A0,SD,L&B HOLDINGS LLC,3483429041,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348343272,CWLAR7008|IN0123|20248932164E4B078B5C2D26292FCF,CRERENT,1,1290,2751,,2023-01-01,455.0000000000,455,4A0,LA,ZINNA HOLDINGS LLC,3483432721,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348343742,SBMAR0207|OX0123|77EF8C430AB1480B969411A7A77E28,CRERENT,1,1290,2075,,2023-01-01,25.5200000000,26,4A0,MA,EMERALD SQUARE MALL REALTY HOLDING LLC,3483437421,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348344121,SBMI6542 |BR0123|6C396672AB854F26B389A4745467B6,CRERENT,1,1290,3501,,2023-01-01,12465.2500000000,12465,4A0,MI,BCR PROPERTIES>9M,3483441211,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348344454,BSLAR7038|TX0123|13C133B600454C848023DE45408A49,CRERENT,1,1290,2750,,2023-01-01,1500.0000000000,1500,4A0,LA,J B LEVERT LAND COMPANIES INC>9M,3483444541,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348344999,700365NYN|IN0123|69E01849346E4B64B0820F4246C295,CRERENT,1,1290,2192,,2023-01-01,208.3300000000,208,4A0,NY,PARK EAST LLC>9M,3483449991,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348345563,SBCAR9312|IN0123|07CC6C739E4E4F20AC43B45F94622D,CRERENT,1,1290,3553,,2023-01-01,146.3600000000,146,4A0,CA,CAMINO REAL LLC>9M,3483455631,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348346686,RMD02201 |BR0123|54A0452EC5804CB0853E694BC6CD24,CRERENT,1,1290,2251,,2023-01-01,13895.8300000000,13896,4A0,MD,MAGELLAN FOOD SERVICE INC>9M,3483466861,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348354758,SBTXR7534|TX0123|88BCBC5EA96A4FB39C7E770E27EC1F,CRERENT,1,1290,3012,,2023-01-05,2434.2800000000,2434,4A0,TX,IVT ELDORADO MARKETPLACE FRISCO LLC,3483547581,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348355182,BSALR3528|OX0123|E2287A8BE430450EBCBF85F70CCD20,CRERENT,1,1290,2653,,2023-01-05,892.5000000000,893,4A0,AL,DOCKERY AND DOCKERY LLC,3483551821,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348355472,RIL04801 |OX0123|EE2C65CA6F4C4336B9E8659E6E8DD4,CRERENT,1,1290,3301,,2023-01-01,1129.7900000000,1130,4A0,IL,HEIDNER PROPERTY MANAGEMENT COMPANY INC,3483554721,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348355578,SBWAR9821|OX0123|F3F8BB1AE76640DC9C4C5A26D19D81,CRERENT,1,1290,3801,,2023-01-01,1587.0900000000,1587,4A0,WA,SOUTHCENTER OWNER LLC,3483555781,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348355582,RWA02301b|OX0123|48EF0EEFA4714AD48164C6ED72357F,CRERENT,1,1290,3801,,2023-01-01,409.4300000000,409,4A0,WA,FHR MAIN RETAIL CENTER LLC,3483555821,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348355667,RAZ01901 |TX0123|D1BA17F4064D49CF87C00571A2A548,CRERENT,1,1290,3901,,2023-01-01,323.4300000000,323,4A0,AZ,TUCSON SHOPPING CENTER LLC,3483556671,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348355697,RCA16201 |IN0123|0F66345979254329A4C15B4D1973F2,CRERENT,1,1290,3701,,2023-01-01,112.3300000000,112,4A0,CA,EXCEL MONTE VISTA LP,3483556971,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348355826,700350KYN|BR0123|FB0A828210B94D8C9D56B4D508ED35,CRERENT,1,1290,2454,,2023-01-05,15182.4800000000,15182,4A0,KY,HENCELL LLC,3483558261,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348355881,RCT00901b|OX0123|5EEFF694E84244ACB914ED073B92B5,CRERENT,1,1290,2051,,2023-01-01,1148.2200000000,1148,4A0,CT,YARAGHI REALTY LLC,3483558811,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348356145,SBNJR0732|OX0123|DB03F2A0C6AE48D2A4D1F577F088A8,CRERENT,1,1290,2192,,2023-01-01,567.5000000000,568,4A0,NJ,ONE MAIN STREET EDGEWATER LLC,3483561451,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348356181,SBPAR1813|TX0123|DAD5F024A98D4D5D9F088E7FE79FC3,CRERENT,1,1290,2201,,2023-01-05,420.6500000000,421,4A0,PA,QUAKERTOWN HOLDING CORP,3483561811,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348356267,BSFLR3241|TX0123|5ED0778A8E2D487EA87B7BBFB10A9F,CRERENT,1,1290,2619,,2023-01-01,59.5100000000,60,4A0,FL,COUNTY CROSSINGS VILLAGES LLC,3483562671,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348356269,RIL04201 |BR0123|D5CAA976A56B46F295C83500913040,CRERENT,1,1290,3301,,2023-01-05,10017.0000000000,10017,4A0,IL,CROWN COMMERCIAL REAL ESTATE & DEVELOPMENT LLC,3483562691,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348356550,SBOH4520h|BR0123|2BB207ED2A3C49159A1CB62A4C59F4,CRERENT,1,1290,3457,,2023-01-01,9024.0000000000,9024,4A0,OH,MFC BEAVERCREEK LLC>1,3483565501,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348356653,BSFLR3367|BR0123|CF95000609514EAB80718A48A3E2E8,CRERENT,1,1290,2610,,2023-01-01,7750.0000000000,7750,4A0,FL,MARCO PROPERTIES LLC,3483566531,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348356731,RCA17401 |BR0123|7301DEA67D2C4D678F7ACFDAB24AE0,CRERENT,1,1290,3701,,2023-01-01,20499.6200000000,20500,4A0,CA,CSQ FEE OWNER CA LLC,3483567311,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348356940,700604CTN|TX0123|C5EBCC09B7E84B30A8F17F13707794,CRERENT,1,1290,2051,,2023-01-01,164.0000000000,164,4A0,CT,BIG Y FOODS INC,3483569401,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348357193,BSALR3524|OX0123|5C0A6FD16AAE4CCC85E97812259B44,CRERENT,1,1290,2653,,2023-01-01,1638.6300000000,1639,4A0,AL,TANNEHILL LLC,3483571931,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348357265,RCA07201 |OX0123|4A11C88FEAFC483FB83A87E473DCCF,CRERENT,1,1290,3551,,2023-01-01,141.0000000000,141,4A0,CA,3503 RP FULLERTON METROCENTER LLC,3483572651,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348357429,RMD02601 |TX0123|00D768EF44DC49E29CFB5C49C8D48A,CRERENT,1,1290,2251,,2023-01-01,902.4900000000,902,4A0,MD,WP BTC LLC,3483574291,Prepaid Rent | Land & Buildings-Rental,,null,,2022-12-31,N,null,2023-01,2023
null,348476006,17866507DTV-WNDUTV-JAN 2023~20230101~5959111,RIVERMN,1,6121.3,SS00,,2023-01-01,2500.0000000000,2500,879,CA,GRAY MEDIA GROUP INC,3484760061,Land & Bldgs Exp - Utilities - OCS | External - Official Communications Service Charges,,null,,2022-12-31,N,null,2023-01,2023
null,348922171,PT68977-487345,71STX04,1,7540.99,5G00,,2023-01-03,0E-10,0,CT9,GA,DADE COUNTY>8B,3489221711,Interest & Related Items-Oth Int Deductions-Other - Other | Other Taxes,,null,,2023-01-31,N,null,2023-01,2023
null,348922391,PT68982-488328,71STX04,1,4080.1,SS00,,2023-01-03,33.7900000000,34,CYD,GA,BEAUFORT COUNTY-01>9T,3489223911,Tax Accrued-Other-Property | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348922473,PT68985-488206,71STX04,1,4080.1,3651,,2023-01-03,8910.6700000000,8911,CYD,GA,COUNTY OF LYON COUNTY>9M,3489224731,Tax Accrued-Other-Property | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348922497,PT68987-488378,71STX04,1,4080.1,SS00,,2023-01-03,6.2800000000,6,CYD,GA,COLLETON COUNTY TREASURER>WAYT,3489224971,Tax Accrued-Other-Property | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348922713,28954ALA,EFOSS,26,6114.1,5A00,,2023-01-01,143.0000000000,6,481,AL,NATIONAL MOBILE CLEANING    EDI>9B,34892271326,Othr Tools & Work Equipment-Incurred | Contract Labor (Excl Installation),,null,,2023-01-31,N,null,2023-01,2023
null,348922716,28957TN,EFOSS,22,6112.11,SS00,,2023-01-01,126.1800000000,1,48T,GA,NATIONAL MOBILE CLEANING    EDI>9B,34892271622,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,348922717,28958TN,EFOSS,41,6112.11,SS00,,2023-01-01,192.2800000000,6,48T,GA,NATIONAL MOBILE CLEANING    EDI>9B,34892271741,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,348922717,28958TN,EFOSS,49,6112.11,SS00,,2023-01-01,192.2800000000,6,48T,GA,NATIONAL MOBILE CLEANING    EDI>9B,34892271749,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,348922720,28961TN,EFOSS,7,6112.11,SS00,,2023-01-01,270.3900000000,6,48T,GA,NATIONAL MOBILE CLEANING    EDI>9B,3489227207,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,348923655,ERP0000079807620,71ERPAP,1,4130.55,SS00,,2023-01-02,55.8600000000,56,CYD,GA,FOR CUSTOMER,3489236551,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348923683,330005949319,CAPSEXP,7,6805.145,SS00,,2023-01-03,111.2800000000,12,288,GA,"Larson, Roger M>RL8763",3489236837,Trans - Personal Auto Mileage | Motor Vehicle Reimbursement Within IRS Limits (Non-Taxable),,null,,2023-01-31,N,null,2023-01,2023
null,348923709,ERP0000079807627,71ERPAP,1,4130.55,SS00,,2023-01-02,58.3700000000,58,CYD,GA,FOR CUSTOMER,3489237091,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348923818,ERP0000079804347,71ERPAP,1,4130.55,SS00,,2023-01-01,21.5200000000,22,CYD,GA,FOR CUSTOMER,3489238181,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348923852,330005949497,CAPSEXP,2,6728.99,0974,,2023-01-03,0E-10,55,874,GA,"Murphy, Conor C>CM9687",3489238522,Oth Gen/Admin Exp-Other Exp - Other | Mobile Phone Expense,,null,,2023-01-31,N,null,2023-01,2023
null,348923864,ERP0000079807647,71ERPAP,1,4130.55,SS00,,2023-01-02,72.7500000000,73,CYD,GA,FOR CUSTOMER,3489238641,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348924219,ERP0000079807707,71ERPAP,1,4130.55,SS00,,2023-01-02,33.3400000000,33,CYD,GA,FOR CUSTOMER,3489242191,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348924496,ERP0000079804445,71ERPAP,1,4130.55,SS00,,2023-01-01,61.0800000000,61,CYD,GA,FOR CUSTOMER,3489244961,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348926734,ERP0000079808965,71ERPAP,1,4130.55,SS00,,2023-01-02,85.1400000000,85,CYD,GA,FOR CUSTOMER,3489267341,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348926801,ERP0000079801842,71ERPAP,1,4130.55,SS00,,2023-01-01,162.3800000000,162,CYD,GA,FOR CUSTOMER,3489268011,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348926821,330005950411,CAPSEXP,2,6728.99,SS00,,2023-01-03,0E-10,200,274,GA,"Skolnick, Craig J>CS3142",3489268212,Oth Gen/Admin Exp-Other Exp - Other | Service Anniversary - Meals,,null,,2023-01-31,N,null,2023-01,2023
null,348928083,ERP0000079801931,71ERPAP,1,4130.55,SS00,,2023-01-01,11.0400000000,11,CYD,GA,FOR CUSTOMER,3489280831,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348928203,ERP0000079809079,71ERPAP,1,4130.55,SS00,,2023-01-02,35.0000000000,35,CYD,GA,FOR CUSTOMER,3489282031,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348928260,330005950700,CAPSEXP,1,6728.99,SS00,,2023-01-03,0E-10,-138,211,GA,"SHAH, AMI>AS0743",3489282601,Oth Gen/Admin Exp-Other Exp - Other | Training,,null,,2023-01-31,N,null,2023-01,2023
null,348928367,ERP0000079801953,71ERPAP,1,4130.55,SS00,,2023-01-01,113.1500000000,113,CYD,GA,FOR CUSTOMER,3489283671,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348928950,ERP0000079801993,71ERPAP,1,4130.55,SS00,,2023-01-01,97.4800000000,97,CYD,GA,FOR CUSTOMER,3489289501,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348929048,330005950888,CAPSEXP,2,6728.99,0974,,2023-01-03,0E-10,18,28B,GA,"FLORES, JOSE A>JF7898",3489290482,Oth Gen/Admin Exp-Other Exp - Other | Rented Motor Vehicle,,null,,2023-01-31,N,null,2023-01,2023
null,348929231,330005950934,CAPSEXP,2,6728.99,SS00,NONE,2023-01-03,0E-10,119,287,GA,"Causby, Nelsonya L>LC6239",3489292312,Oth Gen/Admin Exp-Other Exp - Other | Airfare & Other Public Transportation,Y00030,null,,2023-01-31,N,null,2023-01,2023
null,348929294,330005950944,CAPSEXP,4,6728.99,0974,,2023-01-03,0E-10,32,874,GA,"MACLAREN, SUSAN E>SM824N",3489292944,Oth Gen/Admin Exp-Other Exp - Other | Mobile Phone Expense,,null,,2023-01-31,N,null,2023-01,2023
null,348929457,330005950978,CAPSEXP,4,6534.51,5M00,,2023-01-03,0E-10,76,531,MS,"King, Bradley E.>BK3907",3489294574,Plant Oper Admin Exp-Incurred | Utilities,,null,,2023-01-31,N,null,2023-01,2023
null,348929528,ERP0000079807806,71ERPAP,1,4130.55,SS00,,2023-01-02,3.8800000000,4,CYD,GA,FOR CUSTOMER,3489295281,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348929759,330005951020,CAPSEXP,11,6728.99,SS00,,2023-01-03,0E-10,-6,234,GA,"Garcia, Amy>AS1959",34892975911,Oth Gen/Admin Exp-Other Exp - Other | Subscriptions (Magazines/Newspapers/Books),,null,,2023-01-31,N,null,2023-01,2023
null,348930749,ERP0000079804660,71ERPAP,1,4130.55,SS00,,2023-01-01,108.3700000000,108,CYD,GA,FOR CUSTOMER,3489307491,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348932087,ERP0000079808009,71ERPAP,1,4130.55,SS00,,2023-01-02,77.4300000000,77,CYD,GA,FOR CUSTOMER,3489320871,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348932714,ERP0000079804831,71ERPAP,1,4130.55,SS00,,2023-01-01,40.1700000000,40,CYD,GA,FOR CUSTOMER,3489327141,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348933634,ERP0000079804924,71ERPAP,1,4130.55,SS00,,2023-01-01,21.7400000000,22,CYD,GA,FOR CUSTOMER,3489336341,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348936805,184445,SOLUTN,1,6998.21,QIBM,,2023-01-01,611.3200000000,611,8H9,NJ,BEYONDREACH,3489368051,Cost of Goods Sold - Other Services | Domestic Access - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348937975,ATTIN00535811-PN,FLDGLSS,1,6728.99,SS00,,2023-01-01,46.8800000000,47,491,GA,PINNACLE TECHNICAL RESOURCES INC>9I,3489379751,Oth Gen/Admin Exp-Other Exp - Other | Temporary Labor,,null,,2023-01-31,N,null,2023-01,2023
null,348938148,ATTIN00536001-PN,FLDGLSS,1,6728.99,SS00,,2023-01-03,54.7200000000,55,491,GA,PINNACLE TECHNICAL RESOURCES INC>9I,3489381481,Oth Gen/Admin Exp-Other Exp - Other | Temporary Labor,,null,,2023-01-31,N,null,2023-01,2023
null,348938233,ATTIN00536045-PN,FLDGLSS,1,6728.99,SS00,,2023-01-03,22.4000000000,22,419,GA,PINNACLE TECHNICAL RESOURCES INC>9I,3489382331,Oth Gen/Admin Exp-Other Exp - Other | Other Professional Services,,null,,2023-01-31,N,null,2023-01,2023
null,348938262,ATTIN00536063,FLDGLSS,1,2003.357C,Q0TX,COEOTHER,2023-01-03,2469.6000000000,2470,460,TX,ARTECH INFORMATION SYSTEMS LLC>9T,3489382621,Tele PUC-Digital Circuit Equip - Other Digital Circuit Equip Regular | Contract Engineering & Drafting (Excl Installation),A02HEKK,null,,2023-01-31,N,null,2023-01,2023
null,348938294,ATTIN00536079,FLDGLSS,1,2003.791C,7M39,NONE,2023-01-03,3137.2000000000,3137,460,GA,AGILE 1>9D,3489382941,CIP - Cost - Software Internally Developed | Contract Engineering & Drafting (Excl Installation),A00GM8D,null,,2023-01-31,N,null,2023-01,2023
null,348938307,ATTIN00536085-PN,FLDGLSS,1,6728.99,7M39,,2023-01-03,42.2400000000,42,491,TX,PINNACLE TECHNICAL RESOURCES INC>9I,3489383071,Oth Gen/Admin Exp-Other Exp - Other | Temporary Labor,,null,,2023-01-31,N,null,2023-01,2023
null,348938341,ATTIN00536107,FLDGLSS,1,2003.357C,Q0IL,COEOTHER,2023-01-03,2195.2000000000,2195,460,IL,ROSE INTERNATIONAL>2,3489383411,Tele PUC-Digital Circuit Equip - Other Digital Circuit Equip Regular | Contract Engineering & Drafting (Excl Installation),A02GX97,null,,2023-01-31,N,null,2023-01,2023
null,348939698,ERP0000079802233,71ERPAP,1,4130.55,SS00,,2023-01-01,46.1700000000,46,CYD,GA,FOR CUSTOMER,3489396981,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348940072,ERP0000079801337,71ERPAP,1,4130.55,SS00,,2023-01-01,68.3400000000,68,CYD,GA,FOR CUSTOMER,3489400721,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348940208,ERP0000079801371,71ERPAP,1,4130.55,SS00,,2023-01-01,14.1600000000,14,CYD,GA,FOR CUSTOMER,3489402081,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348940898,ERP0000079802558,71ERPAP,1,4130.55,SS00,,2023-01-01,27.5000000000,28,CYD,GA,FOR CUSTOMER,3489408981,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348941116,ERP0000079802606,71ERPAP,1,4130.55,SS00,,2023-01-01,76.9200000000,77,CYD,GA,FOR CUSTOMER,3489411161,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348941172,ERP0000079802620,71ERPAP,1,4130.55,SS00,,2023-01-01,33.3200000000,33,CYD,GA,FOR CUSTOMER,3489411721,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,348941227,ERP0000079801593,71ERPAP,1,4130.55,SS00,,2023-01-01,4.4500000000,4,CYD,GA,FOR CUSTOMER,3489412271,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
